AuthorYear,Authors,Title,Journal,Year,URL,Abstract,Relevant,Experiment,SourceType,SourceTypeNEW,Original,DataSourceReference,Country,YearsCovered,VarsSocioDemographic,VarPolBehavior,VarsOffices,VarsDistrict,VarsInteresting,Questions?
Fraga2016,"Fraga, Bernard L.",Redistricting and the Causal Impact of Race on Voter Turnout,The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/683601,"Recent work challenges traditional understandings of the link between race and voter turnout, suggesting that there is limited evidence of increased minority voting due to co-ethnic representation and majority-minority districts. Here I examine 65.3 million registration records from 10 states to trace individual-level participation before and after the 2012 round of redistricting, testing whether a shift in congressional representation, candidacy, and/or district ethnic composition affected an individualвЂ™s decision to participate. Separating results for non-Hispanic white, black, Latino, and Asian American registrants, I find that individuals change their behavior in response to ethnoracial context, with African Americans more likely to vote when assigned to majority-black districts with black candidates or incumbents. White and Asian registrants also turn out in higher numbers when a co-ethnic candidate is on the ballot, but Latinos may be less likely to vote in the short term when assigned to majority-Latino districts.",no,no,scholarly (database),scholarly,,"Catalist LLC database;
 Census 2010 voting-age population (VAP)",US,2006 - 2012,yes,no,yes,yes,,state legislators
Henderson2016,"Henderson, John; Brooks, John",Mediating the Electoral Connection: The Information Effects of Voter Signals on Legislative Behavior,The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/685380,"We develop and assess an information account of representation. Accordingly, politicians face uncertainty about voter opinion and use previous vote margins to gauge future electoral outcomes. Losses in vote support elicit ideological moderation given new information about electorates. To test this account, we use rain around Election Day as a natural experiment in voting in the US House races from 1956 to 2008. We find that each additional inch of rainfall exogenously dampens Democratic vote margins by 1.4вЂ“2.0 percentage points and shifts incumbents rightward in their roll call positions in subsequent Congresses. We find responsiveness mainly in competitive districts with the greatest risk of defeat, and by Democrats rather than Republicans, suggesting an asymmetry in party representation. Overall, we highlight the importance of elite information uncertainty as a mechanism driving the electoral connection, and we show that idiosyncratic electoral effects can meaningfully impact legislative behavior.",maybe,no,"journalistic, scholarly","journalistic, scholarly",,"Congressional Quarterly 2014;
 Adler, E. Scott. 2012. “Congressional District Data File.” Computer file;
 Caughey, Devin, and Jas Sekhon. 2011. “Elections and the Regression-Discontinuity Design: Lessons from Close U.S. House Races, 1942–2008.” Political Analysis 19:385–408",US House,1956 - 2008,yes,yes,yes,yes,aggregate rainfall,
Hershberger2018,"Hershberger, Ethan; Minozzi, William; Volden, Craig",Party Calls and Reelection in the US Senate,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/698662,"Minozzi and Volden advance the idea that a substantial portion of partisan voting activity in Congress is a simple call to unity that is especially easily embraced by ideological extremists. If correct, Minozzi and VoldenвЂ™s findings should extend from the House to the Senate, despite differences in institutional structures and in tools at the disposal of party leaders across the two chambers. We adapt the theory and measurement of party calls to the Senate. In so doing, we find that both the House and the Senate have relied heavily (and increasingly) on party calls over the past four decades. In the Senate in particular, the lens of party calls opens new opportunities for scholars to explore partisan legislative behavior. We take advantage of one such opportunity to show how electoral concerns limit senatorsвЂ™ responsiveness to party calls, depriving party leaders of support for their agenda items.",maybe,no,scholarly,scholarly,,Legislative Effectiveness Project (Volden and Wiseman 2014),US House US Senate,1973 - 2012,no,yes,yes,no,responsiveness to party calls,"what category of variables is ""responsiveness to party calls""?"
Kalla2018,"Kalla, Joshua; Rosenbluth, Frances; Teele, Dawn Langan","Are You My Mentor? A Field Experiment on Gender, Ethnicity, and Political Self-Starters",The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/693984,"Do public officials respond unequally to requests for career advice? Through a correspondence experiment with 8,189 officials, we examine whether (hypothetical) male and female students who express interest in political careers receive differential responses from public officials. We report three striking findings. First, emails sent by female students were more likely to receive a response than those sent by male students, especially when the official was male. Second, the responses that women received were as likely to be long, thoughtful, and contain an offer of help as those to men. Third, there were no partisan differences in responsiveness to male or female senders. Examining senders with Hispanic last names bolsters the results: Hispanic senders, especially men, were less likely to receive a quality response than non-Hispanic senders. Thus, politicians may condition responsiveness and helpfulness on the ethnicity of constituents, but women who are self-starters in search of advice receive equal treatment.",maybe,yes,"scholarly, original","scholarly, original",,New Organizing Institute,US,2014,yes,no,no,no,,
Lawless2018,"Lawless, Jennifer L.; Theriault, Sean M.; Guthrie, Samantha","Nice Girls? Sex, Collegiality, and Bipartisan Cooperation in the US Congress",The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/698884,"When women in Congress solve a high-profile problem, their colleagues and the media praise their ability to get WashingtonвЂ™s business done by collaborating and compromising in a way that men do not. The problem with this popularly held view is that it is entirely anecdotal. In assembling several new data sets to test this proposition systematically, we find that women are more likely than men to participate in the kinds of activities that foster collegiality. But we uncover almost no evidence that womenвЂ™s legislative behavior on fact finding abroad, cosponsoring legislation, or engaging the legislative process differs from menвЂ™s. The partisan divide that now characterizes the legislative process creates strong disincentives for women (and men) to engage in bipartisan problem solving. To be sure, womenвЂ™s presence in Congress promotes democratic legitimacy, but it does little to reduce gridlock and stalemate on Capitol Hill.",maybe,no,original,original,,"The website of the Congressional Women’s Softball Game http://hoh.rollcall.com/congressional-womens-softball-game-2015-list-of-players/;
 http://hoh.rollcall.com/democrats-win-7th-straight-congressional-baseball-game/?dcz;
 Alducin, Alexander, Sean Q. Kelly, David C. W. Parker, and Sean M. Theriault. 2014. “Foreign Junkets or Learning to Legislate? Generational Changes in the International Travel Patterns of HouseMembers, 1977–2012.” Forum 12 (3): 563–77;
 The Lugar Center http://www.thelugarcenter.org/ourwork-Bipartisan-Index.html;
 Jessee, Stephen A., and Sean M. Theriault. 2014. “The Two Faces of Congressional Roll-Call Voting.” Party Politics 20 (6): 836–48;
 Dave Rohde’s PIPC database;
 http://www.senate.gov/legislative/votes.htm;
 http://www.cawp.rutgers.edu/fact-sheet-archive-women-congress;
 The Almanac of American Politics",US House US Senate,,yes,yes,yes,yes,social engagement (participation in activities with colleagues); congressional delegations,different years covered for diferent parts of analysis
Lee2018,"Lee, Frances E.",The 115th Congress and Questions of Party Unity in a Polarized Era,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/699335,"Given the size of their majorities and their level of voting cohesion, Republicans in the 115th Congress saw unified government under President Trump as a historic opportunity to enact their partyвЂ™s priorities. Yet the legislative record of the 115th Congress has been less impressive than that of other recent majority parties in control of unified government. This article considers why a party that seemed so well positioned to deliver on its agenda has struggled to do so. It argues that the 115th CongressвЂ™s modest level of legislative achievement reflects a majority party that is much less internally unified on policy than its roll-call voting cohesion would suggest. The case of the 115th Congress invites scholars to reexamine their reliance on vote-based measures of party unity.",no,no,"journalistic, scholarly","journalistic, scholarly",,"Nexis Uni news database;
 Brookings Institution. 2017. “Vital Statistics on Congress.” Brookings, September 7. https://www.brookings.edu/multi-chapter-report/vital-statistics-on-congress/",US House US Senate,1992 - 2017,no,yes,yes,no,,Nexis Uni news database - journalistic or scholarly?; estimation of majority unity based on roll call votes - is it aggregate voting patterns that we are not interested in?; news coverage about disputes inside of the party are we interested? IN THE DATA MATERIALS THERE ARE NO INFO ABOUT INDIVIDUAL POLITICIANS
Martin2018,"Martin, Gregory J.",Dividing the Dollar with Formulas,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/694544,"In advanced democracies, most government spending is allocated according to criteria approved by a legislature but implemented by the bureaucracy. I ask whether this fact imposes a binding constraint on the ability of legislators to engage in targeted redistribution, by constructing a model in which legislators are constrained to allocate spending by a formula of limited dimensionвЂ”in contrast to benchmark models where proposers have the flexibility to manipulate the payoffs of individual members directly. The model predicts oversized winning coalitions, positive distributions outside of the winning coalition, and the emergence of persistent voting blocs. I then apply the model to a sample of 31 US federal spending bills, using new data connecting spending outcomes to authorizing legislation. I find that most allocation formulas for spending programs involve five or fewer factors. Formulaic allocation imposes a tight constraint on targeting, eliminating more than 90\% of congressional proposersвЂ™ degrees of freedom.",maybe,no,,,,,US House US Senate,,no,yes,yes,yes,roll-call vote of each district on each bill; at-large district; Senate: Delegation split,check ap.E in the uni for data sources and years; check ap.D in the uni for covariates; roll-call vote of each district on each bill is the same as congressional district representative (i.e. national legislator)? So are we interested?
Michelitch2018,"Michelitch, Kristin; Utych, Stephen",Electoral Cycle Fluctuations in Partisanship: Global Evidence from Eighty-Six Countries,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/694783,"Elections are defining elements of democracy but occur infrequently. Given that elections evoke mass mobilization, we expect citizen attachments to political parties to wax during election season and wane in between. By leveraging data from 86 countries across the globe to investigate the effect of the electoral cycle on partisanship, we find that the predicted probability of being close to a political party rises 6 percentage points from cycle midpoint to an electionвЂ”an effect rivaling traditional key determinants of partisanship. Further, fluctuations are larger where the persistence of party presence throughout the cycle is weaker and socioeconomic development is lower. These findings challenge the discipline to introduce dynamic political events into the study of partisanship, alongside вЂњstaticвЂќ individual-level and country-level determinants. Additionally, presumed cross-country or temporal differences in mass partisanship levels, long used as indicators of democratic consolidation or party system institutionalization, may be confounded by electoral cycle effects.",no,,,,,,,,,,,,,
Montgomery2017,"Montgomery, Jacob M.; Nyhan, Brendan",The Effects of Congressional Staff Networks in the US House of Representatives,The Journal of Politics,2017,https://www.journals.uchicago.edu/doi/abs/10.1086/690301,"Standard accounts of legislative behavior typically neglect the activities of professional staff, who are treated as extensions of the elected officials they serve. However, staff appear to have substantial independent effects on observed levels of legislator productivity and policy preferences. In this article, we use a novel data set of comprehensive longitudinal employment records from the US House of Representatives to estimate the effects of congressional staff on legislative behavior. Specifically, results from a series of heteroskedastic Bayesian spatial autoregressive models indicate that members of Congress who exchange important staff members across congresses are more similar in their legislative effectiveness and voting patterns than we would otherwise expect. These findings suggest that scholars should reconsider the role of staff in the legislative process.",yes,no,"scholarly, journalistic","scholarly, journalistic",,"Volden and Wiseman 2014, 18 http://www.thelawmakers.org/##/method;
 CQ First Street, an electronic database that was created by digitizing the print CQ Press Directories from 1993 to 2009 and then updating the data during the subsequent period",US House,1997 - 2011,yes,yes,yes,no,legislative effectiveness scores (LES); senior or senior/policy staff ties (networks),CQ First street database - scholarly or journalistic?
Palmer2016,"Palmer, Maxwell; Schneer, Benjamin",Capitol Gains: The Returns to Elected Office from Corporate Board Directorships,The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/683206,"We frequently observe that politicians accept lucrative private sector employment after leaving office, but we have little systematic evidence that politicians are able to profit from their government service. In this paper, we examine the returns to office that many former senators and governors receive from serving on the boards of directors of publicly traded corporations, part-time positions where the average compensation exceeds \$250,000 per year. We find that almost half of all former senators and governors serve on at least one board after leaving office. Using a fuzzy regression discontinuity design, we estimate that winning a Senate or gubernatorial election increases the probability of later serving on a corporate board by roughly 30\%. For senators, we find that developing skills and connections through committee service, particularly in areas such as finance or military, is associated with increased board service after leaving office.",yes,no,"institute, original, government","institute, original, government",,"BoardEx, a company that collects and organizes data on corporate personnel and relationships http://corp.boardex.com;
 Biographical Directory of the United States Congress http://bioguide.congress.gov/biosearch/biosearch.asp;
 Compustat Executive Compensation database http://wrds-web.wharton.upenn.edu/wrds/ds/comp/index.cfm;
 Individual proxy statements through the SEC EDGAR database http://www.sec.gov/edgar/searchedgar/webusers.htm",US Senate,1992 - 2013,yes,yes,no,yes,Eligible for corporate board; On at least one board (eligible); Total board years; Boards per year (eligible); director compensation,are we interested in legislators' compensations when they work for private companies? If no - to remove government and 2 last sources; not clear from where sample of candidates is taken
Powell2016,"Powell, Eleanor Neff; Grimmer, Justin",Money in Exile: Campaign Contributions and Committee Access,The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/686615,"Understanding how money influences the legislative process is essential for assessing American democracy, but problems of endogeneity, legality, and observational equivalence make it difficult to isolate the effect of contributions on policy. We seek to answer long-standing questions about the influence of money in Congress by exploiting a congressional procedure (committee exile) that exogenously varies a memberвЂ™s influence over the policy-making process. We leverage exile as an identification strategy to show that business interests seek short-term access to influential legislators. Industries overseen by the committee decrease contributions to exiled legislators and instead direct their contributions to new committee members from the opposite party. Partisan interests, in contrast, attempt to influence electoral outcomesвЂ”boosting contributions to exiled members. Together, we provide evidence that corporations and business PACs use donations to acquire immediate access and favorвЂ”suggesting they at least anticipate that the donations will influence policy.",yes,no,"not clear, probably scholarly",scholarly,,"ACKNOWLEDGMENTS We thank Gary Jacobson for sharing his candidate quality data, Arjun Wilkins for sharing his election data,AdamBonica for his campaign finance data, and the Center for Responsive Politics for its industry and committee oversight classifications",US,"1994, 2006, 2008, 2010",no,yes,yes,yes,"campaign receipts—before/after exile, retirement after exile",are we interested in Congressional committee legislators?
Ramey2016,"Ramey, Adam","Vox Populi, Vox Dei? Crowdsourced Ideal Point Estimation",The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/683395,"Measuring the ideology of voters and legislators has long been of interest to political scientists. Recently, a literature has emerged seeking to combine methodologies so as to measure ideology in a common space. In turn, these common space measures are employed to estimate legislative accountability and ideological congruence. While these attempts have been fruitful, they frequently rely on highly specific data formats and increasing computational complexity. I show that, with minimal assumptions, existing unfolding techniques may be employed that provide common space estimates of the president, members of Congress, governors, the Supreme Court, and other national political actors in a common space. The method is applied to the 2009вЂ“12 waves of the Cooperative Campaign Election Study (CCES). The results match the results from more complex approaches and, moreover, provide the flexibility required to assess hypotheses about changes over time. I use these estimates to examine patterns of gubernatorial вЂњleapfrogвЂќ representation over the last several years.",yes,no,scholarly,scholarly,,Cooperative Campaign Election Study (CCES),US House US Senate,2009 - 2012,no,yes,no,no,voters' estimates of ideal points,are we interested in voters' estimates of ideal points of Congress members? If no - remove Cooperative Campaign Election Study (CCES) from sources; Not clear from where W-NOMINATE data is taken
Ritchie2018,"Ritchie, Melinda N.",Back-Channel Representation: A Study of the Strategic Communication of Senators with the US Department of Labor,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/694395,"An underappreciated way members of Congress represent interests is by pursuing policy goals through their communication with the bureaucracy. I argue that the bureaucracy provides an alternative, covert way for cross-pressured legislators, who face diverging pressures from party leaders, interest groups, and subconstituencies, to satisfy conflicting interests. Using original data of senatorsвЂ™ communication with the US Department of Labor from 2005 to 2012 (109th through 112th Congresses), I show that, when faced with cross-pressures from party and constituency, senators strategically choose less visible, back-channel means for pursuing policy goals. These findings provide a new perspective on representation by demonstrating that legislators pursue policy goals outside of the legislative process in an effort to evade accountability.",yes,no,"original, scholarly","original, scholarly",,"records communication (including letters, emails, and meetings) provided by the DOL (Departament of Labor),
 Bill introductions are from the Policy Agendas Project, originally collected by Frank R. Baumgartner and Bryan D. Jones;
 Union data are from unionstats.com (Hirsch and Macpherson 2003);
 Mine operator data are from the MSHA;
 Manufacturing and population data are from the American Community Survey;
 Seniority, leadership, HELP membership and leadership, party, presidential vote share, electoral marginality (previous vote share of less than 55%), subsequent elections, and serving a partial Congress are from the Almanac of American Politics (2004, 2006, 2008, 2010, and 2012).",US Senate,2005 - 2012,no,yes,yes,yes,senator’s policy contact; number of labor-related bills,
Spirling2016,"Spirling, Arthur","Democratization and Linguistic Complexity: The Effect of Franchise Extension on Parliamentary Discourse, 1832вЂ“1915",The Journal of Politics,2016,https://www.journals.uchicago.edu/doi/abs/10.1086/683612,"We consider the impact of the Second Reform Act, and the doubling of the electorate it delivered, on the linguistic complexity of speeches made by members of parliament in Britain. Noting that the new voters were generally poorer and less educated than those who already enjoyed the suffrage, we hypothesize that cabinet ministers had strong incentivesвЂ”relative to other membersвЂ”to appeal to these new electors with simpler statements during parliamentary debates. We assess this claim with a data set of over half a million speeches for the period between the Great Reform Act and Great War, along with methods for measuring the comprehensibility of textsвЂ”which we validate in some detail. The theorized relationship holds: ministers become statistically significantly easier to understand (on average) relative to backbenchers, and this effect occurs almost immediately after the 1868 election. We show that this result is not an artifact of new personnel in the House of Commons.",yes,no,scholarly,scholarly,,"Eggers, Andrew, and Arthur Spirling. 2014a. “Electoral Security as a Determinant of Legislator Activity, 1832–1918: New Data and Methods for Analyzing British Political Development.” Legislative Studies Quarterly 39 (4): 593–620.",United Kingdom,1832 - 1915,no,yes,no,yes,"speech data, cabinet status",
Teele2018,"Teele, Dawn Langan","How the West Was Won: Competition, Mobilization, and WomenвЂ™s Enfranchisement in the United States",The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/696621,"A long-standing puzzle in American political development is why western states extended voting rights to women before states in the East. Building on theories of democratization and womenвЂ™s suffrage, I argue that politicians have incentives to seek out new voters in competitive political environments. A strong suffrage movement reinforces these incentives by providing information and infrastructure that parties can capitalize on in future elections. If politicians believe they can mobilize the latent female vote, then large movements and competitive political environments should produce franchise expansion. Using data on legislative decisions pertaining to suffrage in 45 states from 1893 to 1920, I show that political competition and movement strength are robust predictors of support for womenвЂ™s suffrage in state legislatures. In the West, fluid partisan politics and relatively strong mobilization produced early reform. Since states determine who voted for national, state, and local offices, these decisions mattered for advancing political equality.",no,,,,,,,1893 - 1920,,,,,,state-legislative session as the unit of analysis
Volden2018,"Volden, Craig; Wiseman, Alan E.",Legislative Effectiveness in the United States Senate,The Journal of Politics,2018,https://www.journals.uchicago.edu/doi/abs/10.1086/697121,"Just like members of the House, US senators vary in how effective they are at lawmaking. We create Legislative Effectiveness Scores for each senator in each of the 93rdвЂ“113th Congresses (1973вЂ“2015). We use these scores to explore common claims about institutional differences in lawmaking between the House and the Senate. Our analysis offers strong support for the claim that the Senate is a more egalitarian and individualistic lawmaking body, in comparison to the relatively hierarchical institutional structure of the House. The scores developed here offer scholars numerous opportunities to explore important lawmaking phenomena.",yes,no,"original, scholarly","original, scholarly",,"Library of Congress website http://www.congress.gov;
 Congressional Quarterly Almanac;
 Almanac of American Politics;
 Volden, Craig, and Alan E. Wiseman. 2014. Legislative Effectiveness in the United States Congress: The Lawmakers. New York: Cambridge University Press;
 www.thelawmakers.org;
 www.voteview.com",US House US Senate,1973 - 2015,yes,yes,yes,no,"how many bills a senator sponsors and how many of those receive action in committee (e.g., hearings, markups), action beyond committee (e.g., floor votes), pass the Senate, and become law; Freshman/Seniority; State legislative experience; legislative professionalism",
Bohlken2018,"Bohlken, Anjali T.",Targeting Ordinary Voters or Political Elites? Why Pork Is Distributed Along Partisan Lines in India,American Journal of Political Science,2018,https://doi.org/10.1111/ajps.12374,"A key finding in the political economy literature is that political elites display partisan biases when allocating public resources. While previous studies posit that such biases are driven by politicians' motivations to target benefits directly to certain groups of ordinary voters, this article develops the argument that national politicians also target pork along partisan lines to win over politicians at lower levels of government whose cooperation they need to ensure the successful implementation of development projects. Using a quasi-experimental design, the argument is tested with data on thousands of public works projects sanctioned by MPs in North India. The results show that, even controlling for unobserved differences in voter characteristics, MPs systematically favored the constituencies of co-partisan state legislators when allocating pork specifically under conditions implied by the argument and not otherwise. These results shed new light on the reasons for partisan biases in resource allocation in multilevel systems.",maybe,no,government,government,,http://mplads.nic.in/sslapps/mpladsworks/start.htm; the report of the Comptroller and Auditor General of India (CAG) athttp://mplads.nic.in/cag%20performance%20report.pdf,India,1999 - 2014,no,yes,no,yes,,
Bonica2018,"Bonica, Adam",Inferring Roll-Call Scores from Campaign Contributions Using Supervised Machine Learning,American Journal of Political Science,2018,https://doi.org/10.1111/ajps.12376,"This article develops a generalized supervised learning methodology for inferring roll-call scores from campaign contribution data. Rather than use unsupervised methods to recover a latent dimension that best explains patterns in giving, donation patterns are instead mapped onto a target measure of legislative voting behavior. Supervised models significantly outperform alternative measures of ideology in predicting legislative voting behavior. Fundraising prior to entering office provides a highly informative signal about future voting behavior. Impressively, forecasts based on fundraising as a nonincumbent predict future voting behavior as accurately as in-sample forecasts based on votes cast during a legislator's first 2 years in Congress. The combined results demonstrate campaign contributions are powerful predictors of roll-call voting behavior and resolve an ongoing debate as to whether contribution data successfully distinguish between members of the same party.",yes,no,scholarly,scholarly,,"The data on campaign contributions are from Bonica, Adam. 2016b. “Database on Ideology, Money in Politics, and Elections: Public Version 2.0” [Computer file]. Stanford, CA: Stanford University Libraries [distributor]. http://data.stanford.edu/dime.",US House US Senate,1980 - 2014,yes,yes,no,no,home state,candidates running for federal office - are we interested?
Driscoll2018,"Driscoll, Amanda; Cepaluni, Gabriel; Guimaraes, Feliciano; Spada, Paolo","Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",American Journal of Political Science,2018,https://doi.org/10.1111/ajps.12371,"Can electoral incentives mitigate racial and class prejudices toward underrepresented groups? We use a pair of large-scale field experiments to investigate the responsiveness of Brazilian legislative candidates to information requests from fictitious voters before and after the 2010 elections. Our panel study design allows us to examine how politicians’ electoral incentives and prejudices jointly affect their responsiveness to voters with randomly assigned socioeconomic and partisan characteristics. Distinguishing between prejudiced and strategic discrimination in responsiveness, we find that socioeconomically privileged and competitive candidates are equally responsive to underrepresented voters in advance of the election, yet less responsive once in office.",maybe,yes,"scholarly, government",scholarly,,"Demographic composition of the federal Chamber is from Sousa Braga, Maria do Socorro, Luciana Fernandes Viega, and Angel Mir´ıde. 2009. “Recrutamento e perfil dos candidatos y dos eleitos ´a Cˆamara dos Deputados nas elec¸ ˜oes de 2006.” Revista Brasileira de Ciencias Sociais 24(70): 123–42; 
 racial demographics of federal deputies are from Santos, Renato Abramowicz. 2010. Pretos e Pardos, Metade da Populac¸˜ao Brasileira, S˜ao Menos de 10% no Congresso. Tranparˆencia Brasil. http://www.transparencia.org.br;
 Incomes for federal deputies are set via statute;
 Opinions of federal deputies are taken from the University of Salamanca’s Parliamentary ELITES Survey Data (Alcґantara 2008);
 Superior Electoral Court (Tribunal Superior Eleitoral, or TSE)",Brazil,"2010, 2011",yes,yes,no,no,Incomes for federal deputies; Opinions of federal deputies,Federal deputies and state deputies; observing sample of candidates (not legislators themselves) before and after elections - are we interested?
Box-Steffensmeier2019,"Box-Steffensmeier, Janet M.; Christenson, Dino P.; Craig, Alison W.",Cue-Taking in Congress: Interest Group Signals from Dear Colleague Letters,American Journal of Political Science,2019,https://doi.org/10.1111/ajps.12399,"Why do some pieces of legislation move forward while others languish? We address this fundamental question by examining the role of interest groups in Congress, specifically the effect of their legislative endorsements in Dear Colleague letters. These letters provide insights into the information that members use to both influence and make policy decisions. We demonstrate that endorsements from particularly well-connected interest groups are a strong cue for members with limited information early in the legislative process and help grow the list of bill cosponsors. As bills progress, such groups have less direct weight, while legislation supported by a larger number of organizations and a larger number of cosponsors is more likely to pass. Thus, we illuminate the usage of Dear Colleague letters in Congress, demonstrate how members use interest groups in the legislative process, and shed new light on the varying impact of groups on public policy.",maybe,no,scholarly,scholarly,,"Congressional Bills Project data Adler, E. Scott, and JohnWilkerson. 2015. “Congressional Bills Project: (1998–2010).” NSF 00880066 and 00880061",US House,1999 - 2010,no,yes,yes,no,,not clear from where data for covariates is taken
Eggers2014,"Eggers, Andrew C.; Spirling, Arthur","Electoral Security as a Determinant of Legislator Activity, 1832–1918: New Data and Methods for Analyzing British Political Development",Legislative Studies Quarterly,2014,https://doi.org/10.1111/lsq.12059,"We consider the relationship between a Member of Parliament's electoral environment and his strategic choice of legislative activities between the First and Fourth Reform Acts in Britain. We argue that voters and party institutions put cross-cutting pressures on members during this time, and that legislators calibrated their behavior in accordance with the marginality of their seat. We gather a massive new dataset documenting MPs’ biographical information, electoral records, roll calls, and speeches. The extent of MPs’ speech making and voting (our measures of legislative activity) vary with electoral security in ways consistent with our theoretical priors for Westminster systems.",yes,no,"original, government, scholarly","original, government, scholarly",,"Hansard Digitisation Project http://hansard.millbanksystems.com;
 data collected by an independent researcher, Leigh Rayment;
 U.K. Parliamentary Service website;
 Cook, C., and B. Keith. 1975. British Historical Facts 1830–1900. London: Palgrave-Macmillan;
 Butler, David, and Gareth Butler. 1994. Twentieth Century British Historical Facts. 8th ed. London: Macmillan Press;
 In 2005, the House of Commons Library and the House of Lords Library http://www.hansard-archive.parliament.uk/",United Kingdom,1832 - 1918,yes,yes,no,yes,vote results,are we interested in resources for MP's speeches?
Bailer2018,"Bailer, Stefanie; Ohmura, Tamaki","Exploring, Maintaining, and Disengaging—The Three Phases of a Legislator's Life",Legislative Studies Quarterly,2018,https://doi.org/10.1111/lsq.12192,"Building on the understanding that a career is a dynamic concept, this article applies the idea that parliamentarians' legislative activities vary according to their career stage and age. This is partly a function of experience and partly a function of future career prospects. Using a new data set of the German Bundestag (2002–13) that pinpoints the age and career stage of MPs at the time of individual activities, namely, attending votes, posing parliamentary questions, and holding rapporteurships, we identify practical and normative challenges to MPs' legislative work: It takes time to learn the trade and as the desire for re-election dissipates, a last-period problem arises. MPs significantly reduce their activity levels toward the end of their legislative careers, indicating a clear loss of accountability toward their parties and their constituents.",yes,no,"government, original, journalistic, scholarly","government, original, journalistic, scholarly",,"This article uses the official records as well as plenary protocols from the German Bundestag to create measures of parliamentary activity with regard to questions and rapporteurships - data were provided by the Bundestag services;
 Holzapfel, Klaus-J., and Andreas Holzapfel (Eds.). (2007). K€urschners Volkshandbuch: Deutscher Bundestag - 17. Wahlperiode. Rheinbreitbach, Germany: Neue Darmst€adter Verlagsanstalt;
 personal websites of MPs, online newspapers, Wikipedia, party websites",Germany,2002 - 2013,yes,yes,yes,no,"numbers of questions asked for each year of an MP’s parliamentary career;
 the date of entry into the Bundestag;
 variables to define the motivation for leaving",
Klein2016,"Klein, Elad",Electoral Rules and Party Switching: How Legislators Prioritize Their Goals,Legislative Studies Quarterly,2016,https://doi.org/10.1111/lsq.12128,"Stemming from ambition theory, a vast body of studies has demonstrated how politicians' pursuits of different goals can explain their behaviors. Among other goals, politicians strive for re-election or to attain a better office. However, little is known about the way politicians prioritize these goals. This article uses the phenomenon of legislative party switching to address this void and examines how hierarchy between goals determines legislator strategies. The study exploits the 2008 Romanian electoral reform, which rendered the electoral system more candidate centered. Drawing on data from more than 3,900 individual-level observations over the period from 1996 to 2012, this article shows how vote incentives alter the trade-offs between re-election and office motivations. The findings suggest that politicians will pursue office goals only if the goal of re-election is to be achieved.",yes,no,government,government,,Romanian parliamentary website: http://www.cdep.ro,Romania,1996 - 2012,no,yes,no,no,variable that accounts for MPs’ assessments of their re-election prospects (opinion polls); Next Coalition Member,
Giannetti2016,"Giannetti, Daniela; Pedrazzani, Andrea",Rules and Speeches: How Parliamentary Rules Affect Legislators' Speech-Making Behavior,Legislative Studies Quarterly,2016,https://doi.org/10.1111/lsq.12130,"By extending existing theories of legislative speech making, this study explores the importance of parliamentary rules governing floor debates for government and opposition parties. An original data set including speeches of members of the Italian Chamber of Deputies between 2001 and 2006 is used to test two hypotheses under different institutional scenarios, that is, rules either restricting or granting open access to the floor. Parliamentary rules are found to affect allocation of speaking time within both governing and opposition parties. Governing parties' leaders exploit their agenda control to a higher degree when allocating speaking time. Under restrictive rules, government party leaders control their MPs by essentially limiting the number of speeches and allocating them to frontbenchers. Restrictive rules give opposition party leaders an important chance to select MPs who are closer to their own position.",yes,no,original,original,,,Italy,2001 - 2006,no,yes,yes,no,number of speeches; MP-leader distance; Plurality tier,no info about sources (neither in article nor in appendix)
